Site_ID,Site,C_DEM,C_Slope,C_Acos,C_Asin,C_RusLog,C_FlDist,C_x,C_y,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7
SITE_0146,Zhaba Mogila,0.5056421076,0.567530282447,0.0525414638149,0.583992816419,1.19209108771,0.124077463605,-0.0990194609729,0.063150554519,1,1,1,1,1
SITE_0147,Lyubnishko Kale,1.17281554188,0.253843329177,0.808245314611,1.07882927788,-1.14545947927,-0.461122016063,-0.124110623526,0.0459215134324,2,2,3,4,5
SITE_0148,Bona Mansio,-0.165977528929,-0.775003305727,-0.532418347453,1.01953156877,0.23623882834,-0.707552281149,-0.115292734373,0.0227901693226,1,1,2,2,2
SITE_0149,Tell Yunatsite,-0.339413015002,-0.00612646647216,-0.371974610588,1.08426722078,0.43108676365,-0.789772758137,-0.104908023993,0.0163067870974,1,1,2,2,2
SITE_0150,Anevo Kale,1.88695328749,1.42731024444,-0.846461425518,0.633254031592,-0.913815724045,0.121375315724,-0.0736641558417,0.0993537380003,2,2,3,4,5
SITE_0151,Asenova Fortress,0.149945352575,1.31546352233,-0.931889208854,0.1096585641,0.80470327712,-0.862069720475,-0.0662286296833,-0.0325296975078,3,3,4,5,6
SITE_0152,Bachkovo Monastery,0.221230389244,-0.741062474403,0.525139328103,-0.489856784838,2.34934563283,-0.861641734388,-0.0678759333589,-0.0407921574167,1,1,1,1,1
SITE_0153,Church of St. George Metokha,-0.208141728631,0.188468245336,0.233964532103,1.2192730986,0.0,-0.864200276112,-0.0662987998603,-0.0297873234436,1,1,2,2,2
SITE_0154,Church of the Holy Virgin of Petrich,0.124117540764,1.98215371048,0.90652227995,0.729004901991,0.951024003528,-0.867752702073,-0.0661953474046,-0.0324782738637,3,3,4,5,6
SITE_0155,Stanimaka Fortress ruins,-0.28215623866,-0.220167937633,0.19231412212,-0.175217130455,0.0,-0.855732683441,-0.0663614984148,-0.0289497156237,1,1,2,2,2
SITE_0156,Golyama Dragoyna,1.4376128011,0.558791401572,1.04288913554,0.936577732288,-1.14274508352,0.727822816912,-0.0435651284536,-0.0389720735336,2,2,3,4,5
SITE_0157,Monastery of St. Cyril and St. Yulita,0.848329529637,-0.0135828107211,0.737653581882,0.892436305235,-0.820890294667,-0.649514828752,-0.0680922273783,-0.0296317120883,2,2,3,4,5
SITE_0158,Diocletionopolis,0.0520898887225,0.588985221219,-0.686673583009,-0.654314694542,0.0,-0.034448952095,-0.0759698393319,0.0651596140826,3,3,4,5,6
SITE_0159,Hisarya Basilica 1,0.0602977680645,-0.45660370936,-0.90684085803,0.312457250073,0.0,-0.0240168893744,-0.0759100098897,0.0647981397903,1,1,2,2,2
SITE_0160,Hisarya Basilica 3,0.0531149989319,-0.788670663628,-0.666222589012,-0.790804295123,0.0,-0.0312897515543,-0.0758169396216,0.0645918726177,1,1,2,2,2
SITE_0161,Hisarya Basilica 8,0.0929535769032,-0.47481284647,-0.200770010579,0.229399436046,0.0,-0.105348940927,-0.0755116201364,0.0659439786026,1,1,2,2,2
SITE_0162,Hisarya Fortress walls,0.05424066465,-0.715211046382,-0.949729463601,0.297623808161,0.0,-0.0265701901263,-0.075880895294,0.0647891129369,1,1,2,2,2
SITE_0163,Hisarya Roman Baths,0.0546768205742,0.516059066634,-0.933625804811,-0.0974957931424,0.0,-0.0345022592635,-0.0759773587067,0.0651763452228,3,3,4,5,6
SITE_0164,Stone of Tsar Asen,0.267856320263,2.12039005402,0.495521986358,1.2626445521,-1.08891714953,-0.830564203574,-0.0925498305707,-0.0216872487714,3,3,4,5,6
SITE_0165,Monastery of Saints Cosmas and Damian,0.724691115726,1.76644779129,0.172773923413,1.29582418256,0.439188733448,-0.137991792049,-0.0733796449842,-0.0248513775641,3,3,4,5,6
SITE_0166,Maltepe,-0.538059847227,0.790021334648,-0.62491056843,0.392367644461,-0.268183267768,-0.832486264862,-0.0616359702236,0.00273196373081,1,1,2,2,2
SITE_0167,Red Church,-0.324137252874,-0.578561510762,-0.403531843266,-1.01040868373,1.07806685691,-0.560568791374,-0.0864545486721,-0.0148001367843,1,1,1,1,1
SITE_0168,Ancient Theatre of Philippopolis,-0.474766481178,1.21572131012,-0.93318191961,-0.164329531249,0.0,-0.798930522613,-0.0737426456745,-0.00178989191263,3,3,4,5,6
SITE_0169,Domus Eirene,-0.537135196668,-0.457360964756,0.0733131162782,-1.00454920823,0.0,-0.781296795161,-0.0737080095288,-0.00215204883093,1,1,2,2,2
SITE_0170,East Gate Philippopolis,-0.548262444949,-0.554593481432,0.847826727993,1.06701152199,0.0,-0.82479801971,-0.0734293144355,-0.00146835073303,1,1,2,2,2
SITE_0171,Episcopal Great Basilica,-0.543386844797,0.0955901976362,-0.623961332585,-0.195296415451,0.0,-0.773968009726,-0.073647605502,-0.00233279762626,1,1,2,2,2
SITE_0172,Hellenistic buildings,-0.553210562015,-0.633048668999,0.672201923595,0.598861792113,0.0,-0.747072977069,-0.0737319730059,-0.00277083130199,1,1,2,2,2
SITE_0173,Hisarya Kapia,-0.441286289713,0.835764102067,-0.718763635716,0.781478475912,0.0,-0.832552065898,-0.0736056641675,-0.00126444043985,1,1,2,2,2
SITE_0174,Inner Fortress wall of Philippopolis,-0.462821895867,1.26214797834,0.93801037297,-0.944658819645,0.0,-0.845940693877,-0.0737077550566,-0.00092538413746,3,3,4,5,6
SITE_0175,Minor Basilica,-0.554745447434,-0.599382973059,-0.439426298399,-0.210945054024,0.0,-0.813894533449,-0.0733045430076,-0.00191618146981,1,1,2,2,2
SITE_0176,Nebet Tepe,-0.429281169794,-0.149387766698,0.285986255892,-1.18692558921,0.0,-0.844018638455,-0.0736681972218,-0.000965722846304,1,1,2,2,2
SITE_0177,Outer Fortress wall of Philippopolis,-0.547507559695,-0.554593481432,0.847826727993,1.06701152199,0.0,-0.82479801971,-0.0734302062549,-0.00148240918997,1,1,2,2,2
SITE_0178,Peristyle building and street intersection,-0.536174311617,-0.606374645451,-0.515944963632,0.294073972201,0.0,-0.781551582076,-0.0737171853842,-0.00213216305372,1,1,2,2,2
SITE_0179,Philippopolis Roman Baths I,-0.516671623433,-0.488444389742,-0.777960521903,-0.616958495435,0.0,-0.791262842485,-0.0738467621533,-0.00190579310564,1,1,2,2,2
SITE_0180,Remains of Fortress wall of Philippopolis,-0.554983463952,-0.98279998005,0.0327772224073,0.397880853008,0.0,-0.788000148142,-0.0736745198304,-0.00205848688941,1,1,2,2,2
SITE_0181,Roman Forum of Philippopolis,-0.546915442081,-0.173728468535,0.610494493283,-0.544127438499,0.0,-0.758420142273,-0.0738605379523,-0.00260070555541,1,1,2,2,2
SITE_0182,Roman Stadium of Philippopolis,-0.521098653992,0.686683968121,0.72637754223,1.15333432074,0.0,-0.808599268679,-0.0739339881147,-0.00166165039193,1,1,2,2,2
SITE_0183,Spas Bair hill,-0.5103912657,-1.03665833692,0.176287866664,0.318255647198,0.466865449969,-0.15453390741,-0.056895305989,0.0139622238118,1,1,2,2,2
SITE_0184,Belintash,2.86948662663,0.166201396986,0.534494232031,-0.20860381641,-0.151535961518,0.396474185431,-0.0604896689673,-0.059060232191,2,2,3,3,4
SITE_0185,Chetinyova Mogila,0.556387459428,1.5069023169,-0.958512064739,0.238356685093,1.46029940333,0.881381248516,-0.0859462815056,0.0679124256587,3,3,4,5,6
SITE_0186,Horizon mound,0.20797249531,-0.306286843667,0.600151408663,-0.179298248916,-0.269668757323,0.90253499706,-0.085707649614,0.0658460644525,1,1,2,2,2
SITE_0187,Royal tomb,0.515225939059,-0.92419146795,-0.135399290157,-0.0766380353485,2.04509486411,0.890327467765,-0.0860116199764,0.0678245032898,1,1,1,1,1
SITE_0188,Church of St. Nicholas,-0.543074777629,-0.867792470811,-0.323342177848,-0.503608732888,0.0,-0.810671180124,-0.0753772759791,-0.00269860525034,1,1,2,2,2
SITE_0189,Chintulovo mound,-0.433721716395,-0.867654026537,-0.933003547902,0.170159244435,0.38701404761,-0.741410392591,0.0218084449696,0.0883895299696,1,1,2,2,2
SITE_0190,Nanchovata Mogila,-0.491858664978,-0.557705207814,-0.242580747553,0.559837604343,1.19395770215,-0.787153456916,0.0236847612216,0.0895732587781,1,1,1,1,1
SITE_0191,Dyadovo settlement,-0.638020410458,0.706887760245,1.39216482149,0.216443024881,0.0,-0.115833513085,0.00775427126703,0.0482160742761,1,1,2,2,2
SITE_0192,Kaloyanovo Mound I,-0.378282272379,-0.925467186717,-0.329425069048,0.851998937498,0.27688997726,0.00440127479053,0.0364863430535,0.0927212354893,1,1,2,2,2
SITE_0193,Kaloyanovo Mound II,-0.398273694844,-0.677690060038,0.451669352355,-0.0740690423167,-0.0219251198021,0.0234469500601,0.0357747409757,0.0927550253078,1,1,2,2,2
SITE_0194,Kaloyanovo Mound III,-0.496898997868,-0.633605507175,0.210214692522,-0.399364876534,0.998410075053,-0.142768086194,0.0374146940432,0.0903968945322,1,1,1,1,1
SITE_0195,Kaloyanovo Tumulus,-0.436713650176,-0.880507443417,0.304918952177,-0.282403749862,0.620633424164,-0.0749026173156,0.0374309770782,0.0915928515981,1,1,1,1,1
SITE_0196,Kamen mogila,-0.136494730474,-0.583185243416,-0.435265941496,-0.0017409167598,-0.186568834519,-0.438963596324,0.0321089985328,0.082796371338,1,1,2,2,2
SITE_0197,Kota 255,-0.350739217485,-0.338001184952,-0.883239921529,0.46633387076,1.03970478536,-0.218676039498,0.000389938540923,0.0651331952308,1,1,1,1,1
SITE_0198,Prehistoric Wide Mound,-0.377343674416,-0.347928655142,-0.335308789267,0.996542262031,0.472044665359,-0.218903251918,0.00139170951726,0.0656436910032,1,1,2,2,2
SITE_0199,Roman Karanovo mound,-0.377632352123,-0.385959172072,-0.0668360245806,0.6578644359,0.0108805296592,-0.205546896831,0.00079328498113,0.0650706591015,1,1,2,2,2
SITE_0200,Tell Karanovo,-0.431902514828,0.0358759958167,0.569661895972,0.310876128012,0.0,-0.150828355317,0.00112465598465,0.0642520319926,1,1,2,2,2
SITE_0201,Boz Bair,-0.608298876546,-0.850839405904,-0.730024649686,-0.689440886516,-0.235991631868,0.213775690471,0.0171917095736,0.062172262814,1,1,2,2,2
SITE_0202,Boz Bair mound I,-0.56600057088,-0.0413649450237,-0.37496525934,0.402959484913,1.01893723109,0.219903480884,0.0174354815401,0.0619863274893,1,1,1,1,1
SITE_0203,Boz Bair mound II,-0.573953131254,-0.588920036592,0.626726031749,0.173642164064,1.04510162009,0.230116214638,0.0176628099488,0.0617454649178,1,1,1,1,1
SITE_0204,Tuida Fortress,-0.027941272457,-0.747231940859,-0.818925840101,0.672256741665,1.59938699186,-0.0939031034977,0.0283996343209,0.0976506947209,1,1,1,1,1
SITE_0205,Sokol Himitliyata,-0.422519746456,-0.353046390361,-0.851270217726,-0.215502074014,-0.308074685654,0.317391780856,0.0139962663695,0.0403749264261,1,1,2,2,2
SITE_0206,Staro Selo Mogila,-0.0364059565728,0.112463980586,-0.807030878596,0.645903907673,1.63252582433,-0.480295163977,0.0154866588195,0.0761609925803,1,1,1,1,1
SITE_0207,Tvarditsa Fortress,0.329935207746,2.28367893951,-0.276955457094,-1.08798410014,-0.126836341524,-0.102517044524,0.000734734277472,0.101627332327,3,3,4,5,6
SITE_0208,Gela Basilica,3.60856175495,-0.623885021611,0.710691518522,1.15594253025,0.167510616634,0.542713674186,-0.0871469483615,-0.0939378503031,2,2,3,3,4
SITE_0209,Gradishte Fortress,4.78416972284,3.02419702058,-0.050963166013,1.25748795578,0.70090705244,0.601400737311,-0.0879465979137,-0.0971289880603,2,2,3,3,4
SITE_0210,Momchilova Fortress,2.68684331384,0.282593543764,1.27430695317,-0.30418798165,0.452601644268,0.107567257464,-0.0698324468654,-0.108993556188,2,2,3,3,4
SITE_0211,Kaleto Fortress Koshnitsa,2.07971810175,1.15359965281,-0.192571366996,0.155691373161,-1.14908767157,1.20972093435,-0.0793179298739,-0.12204697401,2,2,3,4,5
SITE_0212,Uleya Cave,2.01858457025,2.08803544623,-0.973481947917,0.201650551768,0.844585904477,1.41374511224,-0.081048216233,-0.121012526535,3,3,4,5,6
SITE_0213,St. Ilia Fortress,3.60661199418,1.56486023831,0.609536148791,-1.14066045651,1.06671210835,0.294968702287,-0.101530933336,-0.0951245143696,2,2,3,3,4
SITE_0214,Yagodinska Cave,2.14688458033,4.55312137723,1.40935943807,-0.0915458620586,-1.18060276214,0.482677695686,-0.102282916084,-0.0980243034592,3,3,4,5,6
SITE_0215,Tyovnata dupka,3.3359602763,1.46389493007,-0.306741667429,1.17130099502,0.571593860544,0.51523842749,-0.083279022043,-0.0676322788209,2,2,3,3,4
SITE_0216,Bratya Daskalovi mound,-0.338622039044,-0.502170603852,0.507780074503,-0.971287640166,0.0,0.661340612747,-0.0436741909645,0.0270059255219,1,1,2,2,2
SITE_0217,Momina Mogila,-0.13107000522,-0.630197356992,0.61068208122,0.369519123458,0.558249440123,0.638192913318,-0.0432588657412,0.0262769542167,1,1,1,1,1
SITE_0218,Buzovo Kale,0.545332488415,1.29197892093,-0.785004303713,0.692001266959,-1.09188578069,-0.789239885884,-0.0324505343573,0.0764668848897,2,2,3,4,5
SITE_0219,Thracian domed tomb,0.187210418877,-0.687211965032,0.320064427849,0.59665708593,0.42525897107,-0.82960317293,-0.0324345432033,0.077171326554,1,1,2,2,2
SITE_0220,Pizus Fortress,-0.613874387134,-0.951494237213,0.0151564717248,1.14502931149,-0.124569584954,0.37574173245,-0.0227984650449,0.0043561822403,1,1,2,2,2
SITE_0221,Tomb of Kazanlak,0.195100719191,-0.64312101173,-0.389204227332,-1.01952752152,-1.16738136845,-0.523997985585,-0.0313176895653,0.0865742935136,2,2,3,4,5
SITE_0222,Kran Fortress,1.15871879069,1.19410118437,-0.641777990915,-0.835494921499,1.37564535725,-0.0127283456327,-0.0322355296536,0.0991633429883,3,3,4,5,6
SITE_0223,Kesteleva Mogila,0.0835890695653,-0.257661596886,-0.189987487499,0.216697308815,-0.353403898527,-0.466172307178,-0.0244052147731,0.0816536883531,1,1,2,2,2
SITE_0224,Malak Dol mound,-0.29712803366,-0.662707356305,-0.130876703135,-0.13372851755,-0.0109427578522,0.854002574138,-0.0436366533531,0.0305871279359,1,1,2,2,2
SITE_0225,Karasura,-0.365915190973,-0.169193507184,-0.449832318754,-0.0335293369162,-0.316886308721,0.424735619012,-0.0328367074208,0.0139570729954,1,1,2,2,2
SITE_0226,Tomb of Sashnova,0.597985615013,-0.758782061428,-0.430557272691,-0.310216767366,1.13214559333,-0.185210728215,-0.0376766453843,0.101741250095,1,1,1,1,1
SITE_0227,Golyama Arsenalka tomb,0.569336018161,-0.193337409442,-0.914363238312,0.383925185444,-0.306722074384,-0.228078513675,-0.0369165085588,0.100730261556,1,1,2,2,2
SITE_0228,Mezideva Fortress,1.12279027869,-0.671017519092,-0.233544682156,-0.939897367966,-0.999853133476,-0.0179831373109,-0.0328637436191,0.100048397569,2,2,3,4,5
SITE_0229,Ostrusha tomb,0.538626135753,0.867815941274,-0.915540548957,-0.143198007788,0.415266405459,-0.175993515218,-0.0342793500829,0.098790012873,3,3,4,5,6
SITE_0230,Sarafova Mogila,0.447266423559,-0.396650743345,-0.485657419066,-0.339073870808,-0.228210595304,-0.153583904217,-0.0323631399403,0.0960213599174,1,1,2,2,2
SITE_0231,Tomb of Helvetia,0.704460957804,0.0143068509536,-0.576510728953,-0.265022127293,0.0,-0.0592751703775,-0.0345492644839,0.101777062793,1,1,2,2,2
SITE_0232,Tomb of Malka Kosmatka,0.602338546995,0.439588070755,-0.116583621169,0.233449256293,1.0999732305,-0.151933540558,-0.0352475804197,0.100778819497,1,1,1,1,1
SITE_0233,Tomb of Seuthes III,0.624440436912,-0.0682499047727,-0.139881605482,-0.222900503319,0.843420204535,-0.158761832214,-0.0353816523726,0.100802147655,1,1,1,1,1
SITE_0234,Tomb of Shushmanets,0.771506463032,2.10039530579,-0.957482070334,-0.051481795807,0.0,-0.0381443213924,-0.0343966381447,0.102027102212,3,3,4,5,6
SITE_0235,Tomb of Svetitzata,0.548724535345,-0.0968789006143,-0.356964993624,0.235514488637,1.0778409091,-0.114755356832,-0.033147169703,0.0984008842335,1,1,1,1,1
SITE_0236,Tomb of The Griffins,0.6596241288,0.036100623391,-0.920682703327,0.240951888036,0.102878803926,-0.149639549149,-0.0367214275075,0.102066071757,1,1,2,2,2
SITE_0237,Augusta Traiana Vereia,-0.318219096275,0.0513730722061,-0.479016282517,0.74917939353,0.0,0.42561912902,-0.0171699523603,0.0487125984929,1,1,2,2,2
SITE_0238,Neolithic dwellings,-0.244237897056,-0.36427704555,-0.181979264858,1.20920879236,0.0,0.438749116342,-0.0181119168374,0.0480532679676,1,1,2,2,2
SITE_0239,Bereket Mound,-0.490149029614,-0.530831880167,-0.68923397367,0.690910364891,-0.332260864494,0.224490806748,-0.0173114482609,0.0409027752529,1,1,2,2,2
SITE_0240,Roman mineral baths,0.107975553799,-0.53288692193,0.00854108324295,-0.106317785176,0.0,0.125866913926,-0.0254455539268,0.053216848541,1,1,2,2,2
SITE_0241,Fortress Zemlen,-0.590754576391,-0.432154867935,-0.531008443545,-0.234151330483,-0.0127209201962,-0.542172445281,-0.00897279372977,0.0263528396473,1,1,2,2,2
SITE_0242,Cheir maj Kaleto,-0.619319817812,-0.20977073089,-0.263051787747,-1.09266548837,0.0559701995426,-0.852777675517,-0.0306277429821,-0.0119796760161,1,1,2,2,2
SITE_0243,Hisara Fortress,-0.594624573527,0.227609989755,0.279396001361,-1.20852563007,0.0,-0.812366322275,-0.0303862656211,-0.0114966432719,1,1,2,2,2
SITE_0244,Monastery of St. Athanasius the Great,-0.671501464649,-0.173112022794,-0.913468582633,0.047014001041,0.0,-0.831303344889,-0.0305274294323,-0.0116876328182,1,1,2,2,2
SITE_0245,Kaleto Fortress Bolyarovo,-0.399378032059,-0.682291085049,-0.749349542285,0.0122780968908,-0.394606850561,0.705945104463,0.0592643456716,0.000312307330267,1,1,2,2,2
SITE_0246,Ancient Kabile,-0.588350254877,-0.963756225719,0.842778170358,-0.986720171129,-0.361348387557,-0.859064226768,0.0378791062004,0.0702721669146,1,1,2,2,2
SITE_0247,Roman residence,-0.426477166494,-0.818806517562,0.0761844471243,-1.19550062522,1.1867579791,-0.323241663822,0.0504709345407,0.0179451405914,1,1,1,1,1
SITE_0248,Malkoto Kale Fortress,0.000268046557952,-0.803287707509,0.0399130589362,0.181988039041,-0.25768717751,1.58596461915,0.06481997539,-0.0238511437006,1,1,2,2,2
SITE_0249,Dabilin Fortress,-0.640642186855,-0.125760018089,-0.572551981567,0.640656452825,0.0,-0.863239245468,0.0386421794894,0.057807115081,1,1,2,2,2
SITE_0250,Zaychi Vrah,-0.34531271885,1.26742728289,-0.127580018165,1.19480389234,0.79800930268,-0.815230784853,0.0375103931837,0.0699471399887,3,3,4,5,6
